subject,age,gender,berry,sample,9pt_overall,us_overall,lms_overall
1034476,21-35,female,strawberry,6,2,7,-33
1034476,21-35,female,strawberry,5,6,10,38
1507312,21-35,female,strawberry,1,7,9,51
1507312,21-35,female,strawberry,2,6,3,-3
1507312,21-35,female,strawberry,4,6,9,35
1507312,21-35,female,strawberry,3,6,8,-25
1507312,21-35,female,strawberry,6,4,2,-54
1507312,21-35,female,strawberry,5,5,7,-3
1034545,21-35,male,strawberry,1,9,11,31
1034545,21-35,male,strawberry,2,6,8,46
1034545,21-35,male,strawberry,4,8,4,-12
1034545,21-35,male,strawberry,3,7,12,12
1034545,21-35,male,strawberry,6,3,3,-13
1034545,21-35,male,strawberry,5,2,10,23
1034554,51-65,female,strawberry,1,8,11,59
1034554,51-65,female,strawberry,2,7,12,38
1034554,51-65,female,strawberry,4,8,4,34
1034554,51-65,female,strawberry,3,7,9,47
1034554,51-65,female,strawberry,6,4,6,12
1034554,51-65,female,strawberry,5,9,11,76
1514615,NA,NA,strawberry,1,2,11,-15
1514615,NA,NA,strawberry,2,4,6,75
1514615,NA,NA,strawberry,4,5,5,-31
1514615,NA,NA,strawberry,3,4,8,37
1514615,NA,NA,strawberry,6,3,9,-13
1514615,NA,NA,strawberry,5,8,5,63
1522576,36-50,female,strawberry,1,3,8,-99
1522576,36-50,female,strawberry,2,3,5,-29
1522576,36-50,female,strawberry,4,6,2,-32
1522576,36-50,female,strawberry,3,7,4,27
1522576,36-50,female,strawberry,6,3,3,-75
1522576,36-50,female,strawberry,5,2,8,12
1507318,21-35,female,strawberry,1,5,12,13
1507318,21-35,female,strawberry,2,6,7,14
1507318,21-35,female,strawberry,4,5,8,-31
1507318,21-35,female,strawberry,3,4,10,54
1507318,21-35,female,strawberry,6,5,4,15
1507318,21-35,female,strawberry,5,6,9,12
1507368,51-65,female,strawberry,1,3,1,34
1507368,51-65,female,strawberry,2,2,2,12
1507368,51-65,female,strawberry,4,5,11,71
1507368,51-65,female,strawberry,3,3,5,10
1507368,51-65,female,strawberry,6,2,11,-2
1507368,51-65,female,strawberry,5,6,4,34
1507781,21-35,female,strawberry,1,4,15,78
1507781,21-35,female,strawberry,2,2,0,-57
1507781,21-35,female,strawberry,4,2,7,-32
1507781,21-35,female,strawberry,3,4,14,-8
1507781,21-35,female,strawberry,6,1,1,-10
1507781,21-35,female,strawberry,5,1,11,-29
1514655,21-35,female,strawberry,1,1,2,-96
1514655,21-35,female,strawberry,2,1,14,-100
1514655,21-35,female,strawberry,4,3,1,1
1514655,21-35,female,strawberry,3,7,9,35
1514655,21-35,female,strawberry,6,3,5,-18
1514655,21-35,female,strawberry,5,5,15,-75
1032536,21-35,female,strawberry,1,7,12,38
1032536,21-35,female,strawberry,2,6,6,-10
1032536,21-35,female,strawberry,4,8,9,11
1032536,21-35,female,strawberry,3,3,9,14
1032536,21-35,female,strawberry,6,8,13,39
1032536,21-35,female,strawberry,5,6,11,14
1033706,51-65,female,strawberry,1,8,13,35
1033706,51-65,female,strawberry,2,8,6,-11
1033706,51-65,female,strawberry,4,6,13,90
1033706,51-65,female,strawberry,3,6,7,35
1033706,51-65,female,strawberry,6,3,10,-57
1033706,51-65,female,strawberry,5,7,6,57
1032395,36-50,male,strawberry,1,3,4,-11
1032395,36-50,male,strawberry,2,3,6,-11
1032395,36-50,male,strawberry,4,7,4,-31
1032395,36-50,male,strawberry,3,7,8,42
1032395,36-50,male,strawberry,6,7,3,-11
1032395,36-50,male,strawberry,5,6,13,54
1033655,51-65,female,strawberry,1,5,3,100
1033655,51-65,female,strawberry,2,7,13,36
1033655,51-65,female,strawberry,4,5,14,75
1033655,51-65,female,strawberry,3,8,13,72
1033655,51-65,female,strawberry,6,6,14,75
1033655,51-65,female,strawberry,5,9,12,76
1032039,36-50,female,strawberry,1,3,11,-29
1032039,36-50,female,strawberry,2,7,13,-19
1032039,36-50,female,strawberry,4,2,9,1
1032039,36-50,female,strawberry,3,6,2,11
1032039,36-50,female,strawberry,6,1,5,50
1032039,36-50,female,strawberry,5,2,2,-14
1032145,51-65,female,strawberry,1,8,12,36
1032145,51-65,female,strawberry,2,7,11,37
1032145,51-65,female,strawberry,4,7,10,38
1032145,51-65,female,strawberry,3,7,11,56
1032145,51-65,female,strawberry,6,6,12,36
1032145,51-65,female,strawberry,5,7,13,70
1032475,36-50,female,strawberry,1,9,11,70
1032475,36-50,female,strawberry,2,8,10,-8
1032475,36-50,female,strawberry,4,8,6,62
1032475,36-50,female,strawberry,3,9,10,71
1032475,36-50,female,strawberry,6,7,7,37
1032475,36-50,female,strawberry,5,8,12,72
1032605,36-50,female,strawberry,1,2,8,-27
1032605,36-50,female,strawberry,2,4,9,-7
1032605,36-50,female,strawberry,4,4,6,77
1032605,36-50,female,strawberry,3,6,5,43
1032605,36-50,female,strawberry,6,4,12,-4
1032605,36-50,female,strawberry,5,6,12,41
1032721,36-50,female,strawberry,1,8,10,38
1032721,36-50,female,strawberry,2,6,11,58
1032721,36-50,female,strawberry,4,4,1,33
1032721,36-50,female,strawberry,3,7,4,38
1032721,36-50,female,strawberry,6,1,1,13
1032721,36-50,female,strawberry,5,7,1,9
1033561,51-65,female,strawberry,1,5,12,36
1033561,51-65,female,strawberry,2,6,0,74
1033561,51-65,female,strawberry,4,4,4,57
1033561,51-65,female,strawberry,3,5,12,-10
1033561,51-65,female,strawberry,6,4,0,13
1033561,51-65,female,strawberry,5,5,10,11
1032888,36-50,female,strawberry,4,NA,8,NA
1032888,36-50,female,strawberry,1,NA,11,NA
1032888,36-50,female,strawberry,2,NA,6,NA
1032888,36-50,female,strawberry,6,NA,1,NA
1032888,36-50,female,strawberry,3,NA,13,NA
1032888,36-50,female,strawberry,5,NA,13,NA
1033107,21-35,female,strawberry,4,NA,10,73
1033107,21-35,female,strawberry,1,NA,12,74
1033107,21-35,female,strawberry,2,NA,15,-9
1033107,21-35,female,strawberry,6,NA,1,-99
1033107,21-35,female,strawberry,3,NA,15,-10
1033107,21-35,female,strawberry,5,NA,6,100
1033214,36-50,male,strawberry,4,NA,1,NA
1033214,36-50,male,strawberry,1,NA,9,NA
1033214,36-50,male,strawberry,2,NA,1,NA
1033214,36-50,male,strawberry,6,NA,10,NA
1033214,36-50,male,strawberry,3,NA,13,NA
1033214,36-50,male,strawberry,5,NA,1,NA
1032621,NA,NA,strawberry,4,NA,5,-8
1032621,NA,NA,strawberry,1,NA,4,13
1032621,NA,NA,strawberry,2,NA,3,-30
1032621,NA,NA,strawberry,6,NA,0,-27
1032621,NA,NA,strawberry,3,NA,7,67
1032621,NA,NA,strawberry,5,NA,11,-54
1032713,NA,NA,strawberry,4,NA,1,-55
1032713,NA,NA,strawberry,1,NA,13,99
1032713,NA,NA,strawberry,2,NA,11,57
1032713,NA,NA,strawberry,6,NA,0,-76
1032713,NA,NA,strawberry,3,NA,0,13
1032713,NA,NA,strawberry,5,NA,4,76
1033294,36-50,female,strawberry,4,NA,5,11
1033294,36-50,female,strawberry,1,NA,10,36
1033294,36-50,female,strawberry,2,NA,8,-34
1033294,36-50,female,strawberry,6,NA,6,-78
1033294,36-50,female,strawberry,3,NA,11,53
1033294,36-50,female,strawberry,5,NA,9,56
1032758,21-35,female,strawberry,4,NA,14,NA
1032758,21-35,female,strawberry,1,NA,11,NA
1032758,21-35,female,strawberry,2,NA,3,NA
1032758,21-35,female,strawberry,6,NA,3,NA
1032758,21-35,female,strawberry,3,NA,8,NA
1032758,21-35,female,strawberry,5,NA,14,NA
1033753,36-50,female,strawberry,4,NA,7,NA
1033753,36-50,female,strawberry,1,NA,10,NA
1033753,36-50,female,strawberry,2,NA,6,NA
1033753,36-50,female,strawberry,6,NA,5,NA
1033753,36-50,female,strawberry,3,NA,4,NA
1033753,36-50,female,strawberry,5,NA,8,NA
1033498,51-65,female,strawberry,4,NA,10,74
1033498,51-65,female,strawberry,1,NA,12,75
1033498,51-65,female,strawberry,2,NA,8,56
1033498,51-65,female,strawberry,6,NA,5,-33
1033498,51-65,female,strawberry,3,NA,11,36
1033498,51-65,female,strawberry,5,NA,13,-9
1033717,21-35,female,strawberry,4,NA,6,NA
1033717,21-35,female,strawberry,1,NA,2,NA
1033717,21-35,female,strawberry,2,NA,9,NA
1033717,21-35,female,strawberry,6,NA,5,NA
1033717,21-35,female,strawberry,3,NA,4,NA
1033717,21-35,female,strawberry,5,NA,11,NA
1032025,21-35,female,strawberry,4,NA,2,NA
1032025,21-35,female,strawberry,1,NA,15,NA
1032025,21-35,female,strawberry,2,NA,8,NA
1032025,21-35,female,strawberry,6,NA,2,NA
1032025,21-35,female,strawberry,3,NA,11,NA
1032025,21-35,female,strawberry,5,NA,12,NA
1032625,36-50,female,strawberry,4,NA,1,NA
1032625,36-50,female,strawberry,1,NA,4,NA
1032625,36-50,female,strawberry,2,NA,0,NA
1032625,36-50,female,strawberry,6,NA,3,NA
1032625,36-50,female,strawberry,3,NA,2,NA
1032625,36-50,female,strawberry,5,NA,5,NA
1033621,21-35,male,strawberry,4,NA,10,NA
1033621,21-35,male,strawberry,1,NA,10,NA
1033621,21-35,male,strawberry,2,NA,9,NA
1033621,21-35,male,strawberry,6,NA,10,NA
1033621,21-35,male,strawberry,3,NA,7,NA
1033621,21-35,male,strawberry,5,NA,11,NA
1033848,21-35,female,strawberry,2,NA,9,-9
1033848,21-35,female,strawberry,1,NA,10,-32
1033848,21-35,female,strawberry,3,NA,11,13
1033848,21-35,female,strawberry,5,NA,12,35
1033848,21-35,female,strawberry,4,NA,12,25
1033848,21-35,female,strawberry,6,NA,7,-11
1033872,21-35,female,strawberry,2,NA,11,-8
1033872,21-35,female,strawberry,1,NA,13,64
1033872,21-35,female,strawberry,3,NA,10,34
1033872,21-35,female,strawberry,5,NA,13,46
1033872,21-35,female,strawberry,4,NA,11,22
1033872,21-35,female,strawberry,6,NA,7,24
1033944,21-35,female,strawberry,2,NA,8,-34
1033944,21-35,female,strawberry,1,NA,4,23
1033944,21-35,female,strawberry,3,NA,4,-28
1033944,21-35,female,strawberry,5,NA,12,29
1033944,21-35,female,strawberry,4,NA,6,-22
1033944,21-35,female,strawberry,6,NA,3,11
1034014,51-65,female,strawberry,2,NA,14,13
1034014,51-65,female,strawberry,1,NA,6,78
1034014,51-65,female,strawberry,3,NA,12,74
1034014,51-65,female,strawberry,5,NA,15,97
1034014,51-65,female,strawberry,4,NA,5,58
1034014,51-65,female,strawberry,6,NA,1,56
1034216,51-65,female,strawberry,2,NA,1,NA
1034216,51-65,female,strawberry,1,NA,3,NA
1034216,51-65,female,strawberry,3,NA,6,NA
1034216,51-65,female,strawberry,5,NA,11,NA
1034216,51-65,female,strawberry,4,NA,5,NA
1034216,51-65,female,strawberry,6,NA,6,NA
1501834,36-50,female,strawberry,2,NA,7,1
1501834,36-50,female,strawberry,1,NA,6,-25
1501834,36-50,female,strawberry,3,NA,7,0
1501834,36-50,female,strawberry,5,NA,4,25
1501834,36-50,female,strawberry,4,NA,8,2
1501834,36-50,female,strawberry,6,NA,5,-76
1032863,51-65,male,strawberry,2,NA,7,NA
1032863,51-65,male,strawberry,1,NA,7,NA
1032863,51-65,male,strawberry,3,NA,12,NA
1032863,51-65,male,strawberry,5,NA,9,NA
1032863,51-65,male,strawberry,4,NA,9,NA
1032863,51-65,male,strawberry,6,NA,7,NA
1031952,36-50,female,strawberry,1,NA,14,NA
1031952,36-50,female,strawberry,2,NA,12,NA
1031952,36-50,female,strawberry,4,NA,12,NA
1031952,36-50,female,strawberry,3,NA,9,NA
1031952,36-50,female,strawberry,6,NA,8,NA
1031952,36-50,female,strawberry,5,NA,11,NA
1031972,36-50,female,strawberry,1,NA,0,99
1031972,36-50,female,strawberry,2,NA,13,36
1031972,36-50,female,strawberry,4,NA,12,-9
1031972,36-50,female,strawberry,3,NA,15,46
1031972,36-50,female,strawberry,6,NA,12,36
1031972,36-50,female,strawberry,5,NA,14,74
1031984,21-35,female,strawberry,1,NA,9,NA
1031984,21-35,female,strawberry,2,NA,8,NA
1031984,21-35,female,strawberry,4,NA,5,NA
1031984,21-35,female,strawberry,3,NA,9,NA
1031984,21-35,female,strawberry,6,NA,7,NA
1031984,21-35,female,strawberry,5,NA,6,NA
1032011,36-50,female,strawberry,1,NA,1,NA
1032011,36-50,female,strawberry,2,NA,5,NA
1032011,36-50,female,strawberry,4,NA,11,NA
1032011,36-50,female,strawberry,3,NA,12,NA
1032011,36-50,female,strawberry,6,NA,1,NA
1032011,36-50,female,strawberry,5,NA,9,NA
1032153,51-65,female,strawberry,1,NA,14,NA
1032153,51-65,female,strawberry,2,NA,6,NA
1032153,51-65,female,strawberry,4,NA,6,NA
1032153,51-65,female,strawberry,3,NA,13,NA
1032153,51-65,female,strawberry,6,NA,3,NA
1032153,51-65,female,strawberry,5,NA,12,NA
1032159,51-65,female,strawberry,1,NA,13,NA
1032159,51-65,female,strawberry,2,NA,4,NA
1032159,51-65,female,strawberry,4,NA,6,NA
1032159,51-65,female,strawberry,3,NA,7,NA
1032159,51-65,female,strawberry,6,NA,1,NA
1032159,51-65,female,strawberry,5,NA,10,NA
1032229,51-65,female,strawberry,1,NA,11,NA
1032229,51-65,female,strawberry,2,NA,13,NA
1032229,51-65,female,strawberry,4,NA,11,NA
1032229,51-65,female,strawberry,3,NA,13,NA
1032229,51-65,female,strawberry,6,NA,10,NA
1032229,51-65,female,strawberry,5,NA,13,NA
1032262,51-65,female,strawberry,1,NA,13,NA
1032262,51-65,female,strawberry,2,NA,8,NA
1032262,51-65,female,strawberry,4,NA,11,NA
1032262,51-65,female,strawberry,3,NA,8,NA
1032262,51-65,female,strawberry,6,NA,7,NA
1032262,51-65,female,strawberry,5,NA,9,NA
1032267,51-65,female,strawberry,1,NA,12,NA
1032267,51-65,female,strawberry,2,NA,9,NA
1032267,51-65,female,strawberry,4,NA,1,NA
1032267,51-65,female,strawberry,3,NA,8,NA
1032267,51-65,female,strawberry,6,NA,0,NA
1032267,51-65,female,strawberry,5,NA,5,NA
1032284,21-35,female,strawberry,1,NA,10,NA
1032284,21-35,female,strawberry,2,NA,2,NA
1032284,21-35,female,strawberry,4,NA,1,NA
1032284,21-35,female,strawberry,3,NA,9,NA
1032284,21-35,female,strawberry,6,NA,2,NA
1032284,21-35,female,strawberry,5,NA,8,NA
1032324,36-50,female,strawberry,1,NA,10,NA
1032324,36-50,female,strawberry,2,NA,3,NA
1032324,36-50,female,strawberry,4,NA,11,NA
1032324,36-50,female,strawberry,3,NA,13,NA
1032324,36-50,female,strawberry,6,NA,1,NA
1032324,36-50,female,strawberry,5,NA,9,NA
1032358,51-65,female,strawberry,1,NA,14,NA
1032358,51-65,female,strawberry,2,NA,10,NA
1032358,51-65,female,strawberry,4,NA,9,NA
1032358,51-65,female,strawberry,3,NA,12,NA
1032358,51-65,female,strawberry,6,NA,8,NA
1032358,51-65,female,strawberry,5,NA,14,NA
1032455,36-50,female,strawberry,1,NA,10,-44
1032455,36-50,female,strawberry,2,NA,3,65
1032455,36-50,female,strawberry,4,NA,7,-8
1032455,36-50,female,strawberry,3,NA,9,-10
1032455,36-50,female,strawberry,6,NA,13,1
1032455,36-50,female,strawberry,5,NA,12,55
1032466,51-65,female,strawberry,1,NA,9,-11
1032466,51-65,female,strawberry,2,NA,6,38
1032466,51-65,female,strawberry,4,NA,7,38
1032466,51-65,female,strawberry,3,NA,2,-56
1032466,51-65,female,strawberry,6,NA,1,-75
1032466,51-65,female,strawberry,5,NA,8,75
1032513,21-35,female,strawberry,1,NA,13,NA
1032513,21-35,female,strawberry,2,NA,7,NA
1032513,21-35,female,strawberry,4,NA,8,NA
1032513,21-35,female,strawberry,3,NA,13,NA
1032513,21-35,female,strawberry,6,NA,5,NA
1032513,21-35,female,strawberry,5,NA,12,NA
1032533,36-50,female,strawberry,1,NA,10,-55
1032533,36-50,female,strawberry,2,NA,5,73
1032533,36-50,female,strawberry,4,NA,14,12
1032533,36-50,female,strawberry,3,NA,10,13
1032533,36-50,female,strawberry,6,NA,1,0
1032533,36-50,female,strawberry,5,NA,7,76
1032537,51-65,female,strawberry,1,NA,7,NA
1032537,51-65,female,strawberry,2,NA,2,NA
1032537,51-65,female,strawberry,4,NA,5,NA
1032537,51-65,female,strawberry,3,NA,4,NA
1032537,51-65,female,strawberry,6,NA,7,NA
1032537,51-65,female,strawberry,5,NA,0,NA
1033268,21-35,female,strawberry,1,NA,13,26
1033268,21-35,female,strawberry,2,NA,7,57
1033268,21-35,female,strawberry,4,NA,11,29
1033268,21-35,female,strawberry,3,NA,8,25
1033268,21-35,female,strawberry,6,NA,7,11
1033268,21-35,female,strawberry,5,NA,6,56
1032616,36-50,female,strawberry,1,NA,14,NA
1032616,36-50,female,strawberry,2,NA,10,NA
1032616,36-50,female,strawberry,4,NA,13,NA
1032616,36-50,female,strawberry,3,NA,8,NA
1032616,36-50,female,strawberry,6,NA,7,NA
1032616,36-50,female,strawberry,5,NA,12,NA
1033336,NA,NA,strawberry,1,NA,12,NA
1033336,NA,NA,strawberry,2,NA,10,NA
1033336,NA,NA,strawberry,4,NA,11,NA
1033336,NA,NA,strawberry,3,NA,15,NA
1033336,NA,NA,strawberry,6,NA,3,NA
1033336,NA,NA,strawberry,5,NA,13,NA
1032669,51-65,male,strawberry,1,NA,14,NA
1032669,51-65,male,strawberry,2,NA,8,NA
1032669,51-65,male,strawberry,4,NA,8,NA
1032669,51-65,male,strawberry,3,NA,8,NA
1032669,51-65,male,strawberry,6,NA,6,NA
1032669,51-65,male,strawberry,5,NA,13,NA
1032700,36-50,female,strawberry,1,NA,10,NA
1032700,36-50,female,strawberry,2,NA,4,NA
1032700,36-50,female,strawberry,4,NA,0,NA
1032700,36-50,female,strawberry,3,NA,6,NA
1032700,36-50,female,strawberry,6,NA,2,NA
1032700,36-50,female,strawberry,5,NA,13,NA
1032702,36-50,female,strawberry,1,NA,12,65
1032702,36-50,female,strawberry,2,NA,13,53
1032702,36-50,female,strawberry,4,NA,12,12
1032702,36-50,female,strawberry,3,NA,14,51
1032702,36-50,female,strawberry,6,NA,10,24
1032702,36-50,female,strawberry,5,NA,14,49
1032801,36-50,female,strawberry,1,NA,6,NA
1032801,36-50,female,strawberry,2,NA,5,NA
1032801,36-50,female,strawberry,4,NA,5,NA
1032801,36-50,female,strawberry,3,NA,11,NA
1032801,36-50,female,strawberry,6,NA,4,NA
1032801,36-50,female,strawberry,5,NA,6,NA
1032823,51-65,female,strawberry,1,NA,8,37
1032823,51-65,female,strawberry,2,NA,3,21
1032823,51-65,female,strawberry,4,NA,1,-21
1032823,51-65,female,strawberry,3,NA,7,17
1032823,51-65,female,strawberry,6,NA,5,-5
1032823,51-65,female,strawberry,5,NA,13,-11
1033836,36-50,female,strawberry,4,NA,NA,-61
1033836,36-50,female,strawberry,1,NA,NA,36
1033836,36-50,female,strawberry,2,NA,NA,-16
1033836,36-50,female,strawberry,6,NA,NA,17
1033836,36-50,female,strawberry,3,NA,NA,67
1033836,36-50,female,strawberry,5,NA,NA,58
1033870,36-50,female,strawberry,4,NA,NA,-9
1033870,36-50,female,strawberry,1,NA,NA,1
1033870,36-50,female,strawberry,2,NA,NA,73
1033870,36-50,female,strawberry,6,NA,NA,-44
1033870,36-50,female,strawberry,3,NA,NA,74
1033870,36-50,female,strawberry,5,NA,NA,59
1032947,NA,NA,strawberry,4,NA,NA,-23
1032947,NA,NA,strawberry,1,NA,NA,48
1032947,NA,NA,strawberry,2,NA,NA,-59
1032947,NA,NA,strawberry,6,NA,NA,1
1032947,NA,NA,strawberry,3,NA,NA,-3
1032947,NA,NA,strawberry,5,NA,NA,-55
1033229,NA,NA,strawberry,4,NA,NA,-32
1033229,NA,NA,strawberry,1,NA,NA,56
1033229,NA,NA,strawberry,2,NA,NA,75
1033229,NA,NA,strawberry,6,NA,NA,-57
1033229,NA,NA,strawberry,3,NA,NA,-10
1033229,NA,NA,strawberry,5,NA,NA,56
1517412,NA,NA,strawberry,4,NA,NA,35
1517412,NA,NA,strawberry,1,NA,NA,13
1517412,NA,NA,strawberry,2,NA,NA,58
1517412,NA,NA,strawberry,6,NA,NA,-55
1517412,NA,NA,strawberry,3,NA,NA,11
1517412,NA,NA,strawberry,5,NA,NA,59
1034514,36-50,male,strawberry,4,NA,NA,-10
1034514,36-50,male,strawberry,1,NA,NA,54
1034514,36-50,male,strawberry,2,NA,NA,-36
1034514,36-50,male,strawberry,6,NA,NA,2
1034514,36-50,male,strawberry,3,NA,NA,-55
1034514,36-50,male,strawberry,5,NA,NA,27
1032287,21-35,female,strawberry,2,NA,NA,-17
1032287,21-35,female,strawberry,1,NA,NA,51
1032287,21-35,female,strawberry,3,NA,NA,-28
1032287,21-35,female,strawberry,5,NA,NA,55
1032287,21-35,female,strawberry,4,NA,NA,-45
1032287,21-35,female,strawberry,6,NA,NA,-27
1032743,21-35,male,strawberry,2,NA,NA,36
1032743,21-35,male,strawberry,1,NA,NA,68
1032743,21-35,male,strawberry,3,NA,NA,56
1032743,21-35,male,strawberry,5,NA,NA,56
1032743,21-35,male,strawberry,4,NA,NA,36
1032743,21-35,male,strawberry,6,NA,NA,26
