subject,age,gender,berry,sample,9pt_overall,us_overall,lms_overall
1032466,51-65,female,blackberry,3,6,8,-56
1032466,51-65,female,blackberry,1,4,9,-19
1032466,51-65,female,blackberry,4,5,11,-30
1032466,51-65,female,blackberry,2,6,2,-54
1032466,51-65,female,blackberry,5,4,8,-8
1032513,21-35,female,blackberry,3,7,1,-11
1032513,21-35,female,blackberry,1,6,6,15
1032513,21-35,female,blackberry,4,8,10,35
1032513,21-35,female,blackberry,2,2,1,-34
1032513,21-35,female,blackberry,5,4,7,55
1032537,51-65,female,blackberry,3,5,12,14
1032537,51-65,female,blackberry,1,8,5,-45
1032537,51-65,female,blackberry,4,4,11,-9
1032537,51-65,female,blackberry,2,4,7,36
1032537,51-65,female,blackberry,5,4,8,-10
1033268,21-35,female,blackberry,3,7,8,55
1033268,21-35,female,blackberry,1,7,1,74
1033268,21-35,female,blackberry,4,4,8,74
1033268,21-35,female,blackberry,2,4,2,35
1033268,21-35,female,blackberry,5,7,11,13
1032581,21-35,male,blackberry,3,6,10,76
1032581,21-35,male,blackberry,1,7,12,38
1032581,21-35,male,blackberry,4,8,14,38
1032581,21-35,male,blackberry,2,1,9,85
1032581,21-35,male,blackberry,5,9,14,65
1032605,36-50,female,blackberry,3,6,7,37
1032605,36-50,female,blackberry,1,4,6,15
1032605,36-50,female,blackberry,4,6,7,24
1032605,36-50,female,blackberry,2,4,9,-8
1032605,36-50,female,blackberry,5,4,7,13
1032616,36-50,female,blackberry,3,9,14,93
1032616,36-50,female,blackberry,1,8,7,95
1032616,36-50,female,blackberry,4,8,13,36
1032616,36-50,female,blackberry,2,7,14,98
1032616,36-50,female,blackberry,5,9,8,74
1032644,36-50,female,blackberry,3,1,10,-29
1032644,36-50,female,blackberry,1,9,14,-99
1032644,36-50,female,blackberry,4,8,4,36
1032644,36-50,female,blackberry,2,2,7,73
1032644,36-50,female,blackberry,5,4,0,-32
1032654,51-65,female,blackberry,3,4,12,36
1032654,51-65,female,blackberry,1,7,6,55
1032654,51-65,female,blackberry,4,8,14,88
1032654,51-65,female,blackberry,2,4,9,40
1032654,51-65,female,blackberry,5,4,11,0
1032669,51-65,male,blackberry,3,6,10,-1
1032669,51-65,male,blackberry,1,5,4,3
1032669,51-65,male,blackberry,4,6,8,13
1032669,51-65,male,blackberry,2,4,8,1
1032669,51-65,male,blackberry,5,7,8,9
1032702,36-50,female,blackberry,3,8,15,74
1032702,36-50,female,blackberry,1,8,14,-30
1032702,36-50,female,blackberry,4,9,14,11
1032702,36-50,female,blackberry,2,1,15,14
1032702,36-50,female,blackberry,5,6,2,69
1032721,36-50,female,blackberry,3,7,9,-9
1032721,36-50,female,blackberry,1,4,4,13
1032721,36-50,female,blackberry,4,2,0,11
1032721,36-50,female,blackberry,2,4,0,14
1032721,36-50,female,blackberry,5,8,14,-98
1032801,36-50,female,blackberry,3,7,9,-53
1032801,36-50,female,blackberry,1,8,7,12
1032801,36-50,female,blackberry,4,6,9,36
1032801,36-50,female,blackberry,2,2,4,12
1032801,36-50,female,blackberry,5,7,8,1
1032823,51-65,female,blackberry,3,4,12,15
1032823,51-65,female,blackberry,1,5,12,11
1032823,51-65,female,blackberry,4,7,7,-25
1032823,51-65,female,blackberry,2,4,11,-14
1032823,51-65,female,blackberry,5,8,9,77
1033259,21-35,female,blackberry,3,4,14,NA
1033259,21-35,female,blackberry,1,4,5,NA
1033259,21-35,female,blackberry,4,5,14,NA
1033259,21-35,female,blackberry,2,2,8,NA
1033259,21-35,female,blackberry,5,5,7,NA
1514628,36-50,male,blackberry,3,2,8,17
1514628,36-50,male,blackberry,1,3,7,-49
1514628,36-50,male,blackberry,4,4,10,24
1514628,36-50,male,blackberry,2,1,1,-56
1514628,36-50,male,blackberry,5,7,2,19
1033784,51-65,female,blackberry,4,6,13,-53
1033784,51-65,female,blackberry,1,8,5,38
1033784,51-65,female,blackberry,3,6,7,74
1033784,51-65,female,blackberry,5,8,11,64
1033784,51-65,female,blackberry,2,6,2,98
1032783,51-65,female,blackberry,4,7,NA,NA
1032783,51-65,female,blackberry,1,7,NA,NA
1032783,51-65,female,blackberry,3,4,NA,NA
1032783,51-65,female,blackberry,5,4,NA,NA
1032783,51-65,female,blackberry,2,3,NA,NA
1033803,21-35,male,blackberry,4,6,9,NA
1033803,21-35,male,blackberry,1,3,6,NA
1033803,21-35,male,blackberry,3,6,9,NA
1033803,21-35,male,blackberry,5,7,10,NA
1033803,21-35,male,blackberry,2,6,6,NA
1033848,21-35,female,blackberry,4,4,4,11
1033848,21-35,female,blackberry,1,3,2,25
1033848,21-35,female,blackberry,3,3,5,11
1033848,21-35,female,blackberry,5,6,2,-11
1033848,21-35,female,blackberry,2,4,10,-7
1033887,21-35,female,blackberry,4,6,10,-11
1033887,21-35,female,blackberry,1,6,3,-55
1033887,21-35,female,blackberry,3,8,1,35
1033887,21-35,female,blackberry,5,6,14,-76
1033887,21-35,female,blackberry,2,8,1,-57
1033920,36-50,female,blackberry,4,7,7,-58
1033920,36-50,female,blackberry,1,6,9,58
1033920,36-50,female,blackberry,3,6,7,-9
1033920,36-50,female,blackberry,5,6,0,13
1033920,36-50,female,blackberry,2,6,2,-31
1033955,36-50,female,blackberry,4,7,11,73
1033955,36-50,female,blackberry,1,4,15,10
1033955,36-50,female,blackberry,3,6,14,87
1033955,36-50,female,blackberry,5,8,12,-10
1033955,36-50,female,blackberry,2,4,10,-32
1034014,51-65,female,blackberry,4,9,NA,59
1034014,51-65,female,blackberry,1,7,NA,36
1034014,51-65,female,blackberry,3,6,NA,76
1034014,51-65,female,blackberry,5,8,NA,37
1034014,51-65,female,blackberry,2,7,NA,36
1032859,21-35,female,blackberry,4,5,2,40
1032859,21-35,female,blackberry,1,7,9,12
1032859,21-35,female,blackberry,3,5,8,26
1032859,21-35,female,blackberry,5,5,7,0
1032859,21-35,female,blackberry,2,6,7,-57
1034103,36-50,female,blackberry,4,8,14,NA
1034103,36-50,female,blackberry,1,7,2,NA
1034103,36-50,female,blackberry,3,4,12,NA
1034103,36-50,female,blackberry,5,8,13,NA
1034103,36-50,female,blackberry,2,7,4,NA
1034127,36-50,female,blackberry,4,7,6,NA
1034127,36-50,female,blackberry,1,2,4,NA
1034127,36-50,female,blackberry,3,8,12,NA
1034127,36-50,female,blackberry,5,3,10,NA
1034127,36-50,female,blackberry,2,8,2,NA
1034219,36-50,male,blackberry,4,6,NA,NA
1034219,36-50,male,blackberry,1,3,NA,NA
1034219,36-50,male,blackberry,3,3,NA,NA
1034219,36-50,male,blackberry,5,3,NA,NA
1034219,36-50,male,blackberry,2,2,NA,NA
1034262,NA,NA,blackberry,4,7,11,52
1034262,NA,NA,blackberry,1,6,9,56
1034262,NA,NA,blackberry,3,7,2,53
1034262,NA,NA,blackberry,5,7,11,13
1034262,NA,NA,blackberry,2,8,10,-15
1034400,51-65,female,blackberry,4,7,5,36
1034400,51-65,female,blackberry,1,3,2,24
1034400,51-65,female,blackberry,3,7,3,30
1034400,51-65,female,blackberry,5,4,11,33
1034400,51-65,female,blackberry,2,4,3,-16
1034555,NA,NA,blackberry,4,8,3,13
1034555,NA,NA,blackberry,1,3,5,37
1034555,NA,NA,blackberry,3,7,9,56
1034555,NA,NA,blackberry,5,6,3,57
1034555,NA,NA,blackberry,2,3,8,37
1034370,21-35,female,blackberry,4,3,NA,NA
1034370,21-35,female,blackberry,1,3,NA,NA
1034370,21-35,female,blackberry,3,1,NA,NA
1034370,21-35,female,blackberry,5,1,NA,NA
1034370,21-35,female,blackberry,2,1,NA,NA
1034381,36-50,female,blackberry,4,6,NA,NA
1034381,36-50,female,blackberry,1,7,NA,NA
1034381,36-50,female,blackberry,3,5,NA,NA
1034381,36-50,female,blackberry,5,6,NA,NA
1034381,36-50,female,blackberry,2,4,NA,NA
1034428,21-35,female,blackberry,4,4,11,47
1034428,21-35,female,blackberry,1,3,11,15
1034428,21-35,female,blackberry,3,2,8,15
1034428,21-35,female,blackberry,5,6,4,15
1034428,21-35,female,blackberry,2,6,8,15
1034476,21-35,female,blackberry,4,2,12,0
1034476,21-35,female,blackberry,1,3,8,37
1034476,21-35,female,blackberry,3,3,10,0
1034476,21-35,female,blackberry,5,5,10,36
1034476,21-35,female,blackberry,2,4,10,-10
1034554,51-65,female,blackberry,4,4,7,-16
1034554,51-65,female,blackberry,1,8,10,59
1034554,51-65,female,blackberry,3,8,15,36
1034554,51-65,female,blackberry,5,4,11,72
1034554,51-65,female,blackberry,2,2,5,-1
1514615,NA,NA,blackberry,4,7,NA,NA
1514615,NA,NA,blackberry,1,4,NA,NA
1514615,NA,NA,blackberry,3,5,NA,NA
1514615,NA,NA,blackberry,5,8,NA,NA
1514615,NA,NA,blackberry,2,2,NA,NA
1517412,NA,NA,blackberry,4,4,10,-29
1517412,NA,NA,blackberry,1,3,8,-1
1517412,NA,NA,blackberry,3,4,1,55
1517412,NA,NA,blackberry,5,5,4,35
1517412,NA,NA,blackberry,2,5,2,11
1522576,36-50,female,blackberry,4,3,1,12
1522576,36-50,female,blackberry,1,4,4,-57
1522576,36-50,female,blackberry,3,2,7,10
1522576,36-50,female,blackberry,5,6,8,14
1522576,36-50,female,blackberry,2,7,7,-55
1507318,21-35,female,blackberry,4,4,NA,NA
1507318,21-35,female,blackberry,1,3,NA,NA
1507318,21-35,female,blackberry,3,6,NA,NA
1507318,21-35,female,blackberry,5,5,NA,NA
1507318,21-35,female,blackberry,2,3,NA,NA
1507368,51-65,female,blackberry,4,5,2,-98
1507368,51-65,female,blackberry,1,2,2,-32
1507368,51-65,female,blackberry,3,2,4,-55
1507368,51-65,female,blackberry,5,2,2,13
1507368,51-65,female,blackberry,2,1,4,-77
1514655,21-35,female,blackberry,4,2,11,67
1514655,21-35,female,blackberry,1,1,2,-15
1514655,21-35,female,blackberry,3,3,14,-80
1514655,21-35,female,blackberry,5,6,4,-93
1514655,21-35,female,blackberry,2,6,9,-77
1032536,21-35,female,blackberry,4,7,7,NA
1032536,21-35,female,blackberry,1,6,12,NA
1032536,21-35,female,blackberry,3,8,13,NA
1032536,21-35,female,blackberry,5,6,10,NA
1032536,21-35,female,blackberry,2,4,8,NA
1033706,51-65,female,blackberry,4,8,0,55
1033706,51-65,female,blackberry,1,2,15,-57
1033706,51-65,female,blackberry,3,6,5,73
1033706,51-65,female,blackberry,5,6,0,-32
1033706,51-65,female,blackberry,2,8,5,11
1033655,51-65,female,blackberry,4,9,NA,100
1033655,51-65,female,blackberry,1,9,NA,74
1033655,51-65,female,blackberry,3,7,NA,75
1033655,51-65,female,blackberry,5,9,NA,73
1033655,51-65,female,blackberry,2,9,NA,74
1501834,36-50,female,blackberry,4,2,3,50
1501834,36-50,female,blackberry,1,4,6,-11
1501834,36-50,female,blackberry,3,4,9,36
1501834,36-50,female,blackberry,5,7,8,24
1501834,36-50,female,blackberry,2,7,2,-76
1034545,21-35,male,blackberry,4,2,10,-68
1034545,21-35,male,blackberry,1,7,7,35
1034545,21-35,male,blackberry,3,4,9,45
1034545,21-35,male,blackberry,5,5,6,17
1034545,21-35,male,blackberry,2,1,9,16
1033852,36-50,female,blackberry,4,NA,15,26
1033852,36-50,female,blackberry,2,NA,2,-98
1033852,36-50,female,blackberry,1,NA,6,10
1033852,36-50,female,blackberry,3,NA,9,74
1033852,36-50,female,blackberry,5,NA,8,-77
1033870,36-50,female,blackberry,4,NA,7,0
1033870,36-50,female,blackberry,2,NA,1,12
1033870,36-50,female,blackberry,1,NA,5,35
1033870,36-50,female,blackberry,3,NA,5,-11
1033870,36-50,female,blackberry,5,NA,5,34
1033872,21-35,female,blackberry,4,NA,12,87
1033872,21-35,female,blackberry,2,NA,4,17
1033872,21-35,female,blackberry,1,NA,7,78
1033872,21-35,female,blackberry,3,NA,7,79
1033872,21-35,female,blackberry,5,NA,9,64
1033944,21-35,female,blackberry,4,NA,12,-31
1033944,21-35,female,blackberry,2,NA,1,-59
1033944,21-35,female,blackberry,1,NA,5,-9
1033944,21-35,female,blackberry,3,NA,4,12
1033944,21-35,female,blackberry,5,NA,6,35
1034016,51-65,female,blackberry,4,NA,11,NA
1034016,51-65,female,blackberry,2,NA,12,NA
1034016,51-65,female,blackberry,1,NA,9,NA
1034016,51-65,female,blackberry,3,NA,3,NA
1034016,51-65,female,blackberry,5,NA,11,NA
1034051,21-35,female,blackberry,4,NA,11,-58
1034051,21-35,female,blackberry,2,NA,2,-46
1034051,21-35,female,blackberry,1,NA,11,24
1034051,21-35,female,blackberry,3,NA,9,36
1034051,21-35,female,blackberry,5,NA,1,48
1034217,51-65,female,blackberry,4,NA,1,NA
1034217,51-65,female,blackberry,2,NA,1,NA
1034217,51-65,female,blackberry,1,NA,0,NA
1034217,51-65,female,blackberry,3,NA,0,NA
1034217,51-65,female,blackberry,5,NA,1,NA
1034234,21-35,female,blackberry,4,NA,14,NA
1034234,21-35,female,blackberry,2,NA,8,NA
1034234,21-35,female,blackberry,1,NA,2,NA
1034234,21-35,female,blackberry,3,NA,5,NA
1034234,21-35,female,blackberry,5,NA,3,NA
1034524,21-35,female,blackberry,4,NA,7,74
1034524,21-35,female,blackberry,2,NA,15,-77
1034524,21-35,female,blackberry,1,NA,15,27
1034524,21-35,female,blackberry,3,NA,14,-11
1034524,21-35,female,blackberry,5,NA,4,44
1507311,36-50,male,blackberry,4,NA,11,NA
1507311,36-50,male,blackberry,2,NA,9,NA
1507311,36-50,male,blackberry,1,NA,7,NA
1507311,36-50,male,blackberry,3,NA,7,NA
1507311,36-50,male,blackberry,5,NA,10,NA
1034514,36-50,male,blackberry,4,NA,8,-38
1034514,36-50,male,blackberry,2,NA,3,13
1034514,36-50,male,blackberry,1,NA,7,16
1034514,36-50,male,blackberry,3,NA,2,31
1034514,36-50,male,blackberry,5,NA,3,65
1507781,21-35,female,blackberry,4,NA,11,-31
1507781,21-35,female,blackberry,2,NA,8,54
1507781,21-35,female,blackberry,1,NA,0,55
1507781,21-35,female,blackberry,3,NA,6,-14
1507781,21-35,female,blackberry,5,NA,15,-77
1032395,36-50,male,blackberry,4,NA,3,-55
1032395,36-50,male,blackberry,2,NA,9,0
1032395,36-50,male,blackberry,1,NA,4,-74
1032395,36-50,male,blackberry,3,NA,1,-32
1032395,36-50,male,blackberry,5,NA,2,-13
1033214,36-50,male,blackberry,3,NA,4,35
1033214,36-50,male,blackberry,1,NA,10,-32
1033214,36-50,male,blackberry,4,NA,1,-11
1033214,36-50,male,blackberry,2,NA,2,36
1033214,36-50,male,blackberry,5,NA,3,11
1032621,NA,NA,blackberry,3,NA,14,37
1032621,NA,NA,blackberry,1,NA,13,-55
1032621,NA,NA,blackberry,4,NA,11,-10
1032621,NA,NA,blackberry,2,NA,9,47
1032621,NA,NA,blackberry,5,NA,14,-33
1032742,NA,NA,blackberry,3,NA,12,NA
1032742,NA,NA,blackberry,1,NA,10,NA
1032742,NA,NA,blackberry,4,NA,7,NA
1032742,NA,NA,blackberry,2,NA,4,NA
1032742,NA,NA,blackberry,5,NA,10,NA
1031972,36-50,female,blackberry,4,NA,11,26
1031972,36-50,female,blackberry,1,NA,12,6
1031972,36-50,female,blackberry,3,NA,10,1
1031972,36-50,female,blackberry,5,NA,10,-5
1031972,36-50,female,blackberry,2,NA,10,0
1032011,36-50,female,blackberry,4,NA,7,79
1032011,36-50,female,blackberry,1,NA,8,63
1032011,36-50,female,blackberry,3,NA,6,87
1032011,36-50,female,blackberry,5,NA,12,18
1032011,36-50,female,blackberry,2,NA,7,41
1032102,36-50,female,blackberry,4,NA,13,-9
1032102,36-50,female,blackberry,1,NA,2,13
1032102,36-50,female,blackberry,3,NA,10,-76
1032102,36-50,female,blackberry,5,NA,0,-8
1032102,36-50,female,blackberry,2,NA,6,57
1032262,51-65,female,blackberry,4,NA,11,73
1032262,51-65,female,blackberry,1,NA,5,55
1032262,51-65,female,blackberry,3,NA,6,57
1032262,51-65,female,blackberry,5,NA,10,57
1032262,51-65,female,blackberry,2,NA,10,36
1032381,36-50,female,blackberry,4,NA,4,-58
1032381,36-50,female,blackberry,1,NA,0,-34
1032381,36-50,female,blackberry,3,NA,5,-33
1032381,36-50,female,blackberry,5,NA,7,-77
1032381,36-50,female,blackberry,2,NA,8,-78
1032422,NA,NA,blackberry,4,NA,13,NA
1032422,NA,NA,blackberry,1,NA,11,NA
1032422,NA,NA,blackberry,3,NA,8,NA
1032422,NA,NA,blackberry,5,NA,14,NA
1032422,NA,NA,blackberry,2,NA,14,NA
1032475,36-50,female,blackberry,4,NA,4,11
1032475,36-50,female,blackberry,1,NA,14,61
1032475,36-50,female,blackberry,3,NA,12,54
1032475,36-50,female,blackberry,5,NA,13,42
1032475,36-50,female,blackberry,2,NA,5,74
1032533,36-50,female,blackberry,4,NA,11,99
1032533,36-50,female,blackberry,1,NA,2,-88
1032533,36-50,female,blackberry,3,NA,5,16
1032533,36-50,female,blackberry,5,NA,13,-34
1032533,36-50,female,blackberry,2,NA,6,85
1033500,36-50,female,blackberry,4,NA,9,NA
1033500,36-50,female,blackberry,1,NA,8,NA
1033500,36-50,female,blackberry,3,NA,8,NA
1033500,36-50,female,blackberry,5,NA,4,NA
1033500,36-50,female,blackberry,2,NA,9,NA
1032369,51-65,female,blackberry,4,NA,9,NA
1032369,51-65,female,blackberry,1,NA,12,NA
1032369,51-65,female,blackberry,3,NA,14,NA
1032369,51-65,female,blackberry,5,NA,11,NA
1032369,51-65,female,blackberry,2,NA,3,NA
1031946,21-35,female,blackberry,4,NA,NA,59
1031946,21-35,female,blackberry,2,NA,NA,-91
1031946,21-35,female,blackberry,1,NA,NA,-40
1031946,21-35,female,blackberry,3,NA,NA,-76
1031946,21-35,female,blackberry,5,NA,NA,0
1031957,NA,NA,blackberry,4,NA,NA,-2
1031957,NA,NA,blackberry,2,NA,NA,48
1031957,NA,NA,blackberry,1,NA,NA,46
1031957,NA,NA,blackberry,3,NA,NA,70
1031957,NA,NA,blackberry,5,NA,NA,-45
1032039,36-50,female,blackberry,4,NA,NA,90
1032039,36-50,female,blackberry,2,NA,NA,-61
1032039,36-50,female,blackberry,1,NA,NA,10
1032039,36-50,female,blackberry,3,NA,NA,22
1032039,36-50,female,blackberry,5,NA,NA,13
1032401,NA,NA,blackberry,4,NA,NA,56
1032401,NA,NA,blackberry,2,NA,NA,13
1032401,NA,NA,blackberry,1,NA,NA,57
1032401,NA,NA,blackberry,3,NA,NA,34
1032401,NA,NA,blackberry,5,NA,NA,11
1033561,51-65,female,blackberry,4,NA,NA,46
1033561,51-65,female,blackberry,2,NA,NA,12
1033561,51-65,female,blackberry,1,NA,NA,36
1033561,51-65,female,blackberry,3,NA,NA,70
1033561,51-65,female,blackberry,5,NA,NA,56
1032642,51-65,female,blackberry,4,NA,NA,-55
1032642,51-65,female,blackberry,2,NA,NA,-58
1032642,51-65,female,blackberry,1,NA,NA,35
1032642,51-65,female,blackberry,3,NA,NA,-98
1032642,51-65,female,blackberry,5,NA,NA,-57
1034216,51-65,female,blackberry,3,NA,NA,40
1034216,51-65,female,blackberry,1,NA,NA,16
1034216,51-65,female,blackberry,4,NA,NA,-74
1034216,51-65,female,blackberry,2,NA,NA,-69
1034216,51-65,female,blackberry,5,NA,NA,62
1034246,21-35,female,blackberry,3,NA,NA,56
1034246,21-35,female,blackberry,1,NA,NA,55
1034246,21-35,female,blackberry,4,NA,NA,54
1034246,21-35,female,blackberry,2,NA,NA,19
1034246,21-35,female,blackberry,5,NA,NA,13
1507312,21-35,female,blackberry,3,NA,NA,51
1507312,21-35,female,blackberry,1,NA,NA,71
1507312,21-35,female,blackberry,4,NA,NA,-22
1507312,21-35,female,blackberry,2,NA,NA,-40
1507312,21-35,female,blackberry,5,NA,NA,42
1032887,36-50,male,blackberry,4,NA,NA,58
1032887,36-50,male,blackberry,1,NA,NA,-74
1032887,36-50,male,blackberry,3,NA,NA,56
1032887,36-50,male,blackberry,5,NA,NA,-30
1032887,36-50,male,blackberry,2,NA,NA,58
1033141,36-50,male,blackberry,4,NA,NA,74
1033141,36-50,male,blackberry,1,NA,NA,76
1033141,36-50,male,blackberry,3,NA,NA,68
1033141,36-50,male,blackberry,5,NA,NA,62
1033141,36-50,male,blackberry,2,NA,NA,58
1033294,36-50,female,blackberry,4,NA,NA,55
1033294,36-50,female,blackberry,1,NA,NA,22
1033294,36-50,female,blackberry,3,NA,NA,85
1033294,36-50,female,blackberry,5,NA,NA,99
1033294,36-50,female,blackberry,2,NA,NA,74
1033701,36-50,female,blackberry,4,NA,NA,38
1033701,36-50,female,blackberry,1,NA,NA,-55
1033701,36-50,female,blackberry,3,NA,NA,36
1033701,36-50,female,blackberry,5,NA,NA,-55
1033701,36-50,female,blackberry,2,NA,NA,10
1033753,36-50,female,blackberry,4,NA,NA,70
1033753,36-50,female,blackberry,1,NA,NA,55
1033753,36-50,female,blackberry,3,NA,NA,57
1033753,36-50,female,blackberry,5,NA,NA,71
1033753,36-50,female,blackberry,2,NA,NA,67
1033469,21-35,female,blackberry,4,NA,NA,-53
1033469,21-35,female,blackberry,1,NA,NA,1
1033469,21-35,female,blackberry,3,NA,NA,-90
1033469,21-35,female,blackberry,5,NA,NA,-11
1033469,21-35,female,blackberry,2,NA,NA,-11
1034232,NA,NA,blackberry,4,NA,NA,74
1034232,NA,NA,blackberry,1,NA,NA,-36
1034232,NA,NA,blackberry,3,NA,NA,57
1034232,NA,NA,blackberry,5,NA,NA,36
1034232,NA,NA,blackberry,2,NA,NA,57
1033067,51-65,female,blackberry,4,NA,NA,-10
1033067,51-65,female,blackberry,1,NA,NA,56
1033067,51-65,female,blackberry,3,NA,NA,-10
1033067,51-65,female,blackberry,5,NA,NA,-10
1033067,51-65,female,blackberry,2,NA,NA,-56
1031972,36-50,female,blueberry,1,7,8,15
1031972,36-50,female,blueberry,4,7,13,-10
1031972,36-50,female,blueberry,2,8,9,74
1031972,36-50,female,blueberry,3,8,13,86
1031972,36-50,female,blueberry,5,8,14,43
1031972,36-50,female,blueberry,6,8,14,89
1031984,21-35,female,blueberry,1,8,8,NA
1031984,21-35,female,blueberry,4,6,12,NA
1031984,21-35,female,blueberry,2,5,11,NA
1031984,21-35,female,blueberry,3,2,8,NA
1031984,21-35,female,blueberry,5,5,6,NA
1031984,21-35,female,blueberry,6,8,13,NA
1032011,36-50,female,blueberry,1,6,11,NA
1032011,36-50,female,blueberry,4,3,2,NA
1032011,36-50,female,blueberry,2,5,10,NA
1032011,36-50,female,blueberry,3,5,12,NA
1032011,36-50,female,blueberry,5,5,14,NA
1032011,36-50,female,blueberry,6,7,0,NA
1032039,36-50,female,blueberry,1,6,NA,48
1032039,36-50,female,blueberry,4,8,NA,30
1032039,36-50,female,blueberry,2,6,NA,-42
1032039,36-50,female,blueberry,3,7,NA,83
1032039,36-50,female,blueberry,5,7,NA,-54
1032039,36-50,female,blueberry,6,8,NA,77
1032102,36-50,female,blueberry,1,5,13,NA
1032102,36-50,female,blueberry,4,4,1,NA
1032102,36-50,female,blueberry,2,7,13,NA
1032102,36-50,female,blueberry,3,7,6,NA
1032102,36-50,female,blueberry,5,8,12,NA
1032102,36-50,female,blueberry,6,4,4,NA
1032145,51-65,female,blueberry,1,7,13,67
1032145,51-65,female,blueberry,4,6,12,48
1032145,51-65,female,blueberry,2,7,12,47
1032145,51-65,female,blueberry,3,8,13,66
1032145,51-65,female,blueberry,5,7,11,55
1032145,51-65,female,blueberry,6,8,11,65
1032153,51-65,female,blueberry,1,7,NA,12
1032153,51-65,female,blueberry,4,8,NA,0
1032153,51-65,female,blueberry,2,5,NA,81
1032153,51-65,female,blueberry,3,3,NA,14
1032153,51-65,female,blueberry,5,5,NA,56
1032153,51-65,female,blueberry,6,9,NA,75
1032229,51-65,female,blueberry,1,8,12,NA
1032229,51-65,female,blueberry,4,8,11,NA
1032229,51-65,female,blueberry,2,6,13,NA
1032229,51-65,female,blueberry,3,7,13,NA
1032229,51-65,female,blueberry,5,7,13,NA
1032229,51-65,female,blueberry,6,8,13,NA
1032262,51-65,female,blueberry,1,9,12,NA
1032262,51-65,female,blueberry,4,7,12,NA
1032262,51-65,female,blueberry,2,6,8,NA
1032262,51-65,female,blueberry,3,9,14,NA
1032262,51-65,female,blueberry,5,7,14,NA
1032262,51-65,female,blueberry,6,9,13,NA
1032267,51-65,female,blueberry,1,3,10,12
1032267,51-65,female,blueberry,4,3,5,-10
1032267,51-65,female,blueberry,2,4,4,57
1032267,51-65,female,blueberry,3,5,10,-10
1032267,51-65,female,blueberry,5,6,13,14
1032267,51-65,female,blueberry,6,8,11,36
1032284,21-35,female,blueberry,1,8,13,84
1032284,21-35,female,blueberry,4,6,14,66
1032284,21-35,female,blueberry,2,9,12,13
1032284,21-35,female,blueberry,3,4,15,74
1032284,21-35,female,blueberry,5,6,15,36
1032284,21-35,female,blueberry,6,7,11,54
1032287,21-35,female,blueberry,1,4,11,13
1032287,21-35,female,blueberry,4,5,7,-70
1032287,21-35,female,blueberry,2,4,8,38
1032287,21-35,female,blueberry,3,6,8,74
1032287,21-35,female,blueberry,5,5,10,-13
1032287,21-35,female,blueberry,6,7,8,22
1032324,36-50,female,blueberry,1,9,12,74
1032324,36-50,female,blueberry,4,7,13,46
1032324,36-50,female,blueberry,2,6,8,35
1032324,36-50,female,blueberry,3,6,11,84
1032324,36-50,female,blueberry,5,7,12,55
1032324,36-50,female,blueberry,6,9,7,74
1032358,51-65,female,blueberry,1,7,11,NA
1032358,51-65,female,blueberry,4,7,8,NA
1032358,51-65,female,blueberry,2,7,7,NA
1032358,51-65,female,blueberry,3,7,12,NA
1032358,51-65,female,blueberry,5,7,14,NA
1032358,51-65,female,blueberry,6,8,10,NA
1032374,36-50,female,blueberry,1,5,4,-1
1032374,36-50,female,blueberry,4,6,5,34
1032374,36-50,female,blueberry,2,7,9,75
1032374,36-50,female,blueberry,3,4,8,-2
1032374,36-50,female,blueberry,5,5,7,-59
1032374,36-50,female,blueberry,6,6,7,1
1032381,36-50,female,blueberry,1,6,4,-30
1032381,36-50,female,blueberry,4,1,9,-58
1032381,36-50,female,blueberry,2,1,5,-9
1032381,36-50,female,blueberry,3,6,13,14
1032381,36-50,female,blueberry,5,5,10,36
1032381,36-50,female,blueberry,6,1,4,-31
1032392,51-65,female,blueberry,1,8,12,65
1032392,51-65,female,blueberry,4,7,10,11
1032392,51-65,female,blueberry,2,4,7,21
1032392,51-65,female,blueberry,3,4,8,28
1032392,51-65,female,blueberry,5,4,13,4
1032392,51-65,female,blueberry,6,6,11,16
1032401,NA,NA,blueberry,1,7,NA,NA
1032401,NA,NA,blueberry,4,6,NA,NA
1032401,NA,NA,blueberry,2,8,NA,NA
1032401,NA,NA,blueberry,3,7,NA,NA
1032401,NA,NA,blueberry,5,7,NA,NA
1032401,NA,NA,blueberry,6,8,NA,NA
1032455,36-50,female,blueberry,1,4,NA,13
1032455,36-50,female,blueberry,4,3,NA,-47
1032455,36-50,female,blueberry,2,8,NA,78
1032455,36-50,female,blueberry,3,8,NA,58
1032455,36-50,female,blueberry,5,6,NA,-36
1032455,36-50,female,blueberry,6,9,NA,11
1032466,51-65,female,blueberry,1,7,8,37
1032466,51-65,female,blueberry,4,8,4,-52
1032466,51-65,female,blueberry,2,2,8,65
1032466,51-65,female,blueberry,3,3,12,14
1032466,51-65,female,blueberry,5,5,11,-30
1032466,51-65,female,blueberry,6,7,11,14
1032475,36-50,female,blueberry,1,7,11,35
1032475,36-50,female,blueberry,4,8,13,58
1032475,36-50,female,blueberry,2,8,14,74
1032475,36-50,female,blueberry,3,8,13,73
1032475,36-50,female,blueberry,5,7,13,-12
1032475,36-50,female,blueberry,6,8,13,70
1032513,21-35,female,blueberry,1,3,8,NA
1032513,21-35,female,blueberry,4,3,9,NA
1032513,21-35,female,blueberry,2,7,2,NA
