subject,age,gender,berry,sample,percent_shopping,lms_appearance,lms_overall,lms_taste,lms_texture,lms_aroma,cata_taste_floral,cata_taste_berry,cata_taste_grassy,cata_taste_fermented,cata_taste_fruity,cata_taste_citrus,cata_taste_earthy,cata_taste_none,cata_taste_peachy,cata_taste_caramel,cata_taste_grapey,cata_taste_melon,cata_taste_cherry
1033469,21-35,female,strawberry,3,75-100%,76,56,70,64,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1033469,21-35,female,strawberry,6,75-100%,-58,-49,-51,-54,-1,0,0,0,0,1,0,0,1,0,0,0,0,0
1033469,21-35,female,strawberry,5,75-100%,-38,8,11,-32,42,0,0,0,0,1,0,0,0,1,0,0,0,0
1033496,51-65,female,strawberry,1,50-74%,23,80,69,54,47,0,1,0,0,1,0,0,0,0,0,0,0,0
1033496,51-65,female,strawberry,2,50-74%,52,20,1,10,-17,0,0,0,0,1,0,1,0,0,0,0,0,0
1033496,51-65,female,strawberry,4,50-74%,27,34,18,30,14,0,0,1,0,0,1,0,0,0,0,0,0,0
1033496,51-65,female,strawberry,3,50-74%,28,4,11,25,-4,0,1,0,0,0,0,1,0,0,0,0,0,0
1033496,51-65,female,strawberry,6,50-74%,62,-19,-17,-22,-4,0,0,0,0,0,0,1,0,0,0,0,0,0
1033496,51-65,female,strawberry,5,50-74%,41,24,17,55,46,0,1,0,0,0,0,0,0,0,0,0,0,0
1033523,36-50,female,strawberry,1,75-100%,-2,14,10,30,-1,0,1,0,0,0,0,0,0,0,0,0,0,0
1033523,36-50,female,strawberry,2,75-100%,-16,41,20,46,-21,0,1,0,0,0,0,0,0,0,0,0,0,0
1033523,36-50,female,strawberry,4,75-100%,32,13,8,28,12,0,0,1,0,0,0,1,0,0,0,0,0,0
1033523,36-50,female,strawberry,3,75-100%,32,-10,-12,36,-3,0,0,1,0,0,0,1,0,0,0,0,0,0
1033523,36-50,female,strawberry,6,75-100%,-31,-10,-15,-38,-9,0,0,1,0,0,0,1,0,0,0,0,0,0
1033523,36-50,female,strawberry,5,75-100%,35,35,34,55,25,0,0,1,0,0,0,1,0,0,0,0,0,0
1033525,51-65,female,strawberry,1,75-100%,37,11,-8,-54,57,0,1,0,0,0,0,0,0,1,0,0,0,0
1033525,51-65,female,strawberry,2,75-100%,-10,13,11,38,-10,0,1,0,0,1,0,0,0,0,0,0,1,0
1033525,51-65,female,strawberry,4,75-100%,75,75,74,75,-29,0,1,0,0,1,0,0,0,0,0,0,0,0
1033525,51-65,female,strawberry,3,75-100%,35,75,75,100,74,0,1,0,0,0,1,0,0,0,0,0,0,0
1033525,51-65,female,strawberry,6,75-100%,58,-10,-9,57,-33,0,0,0,0,0,1,0,0,0,0,0,0,0
1033525,51-65,female,strawberry,5,75-100%,36,36,14,56,-31,0,1,0,0,0,0,0,0,1,0,0,0,0
1033565,21-35,female,strawberry,1,75-100%,35,38,13,-8,75,1,0,0,0,1,0,0,0,0,0,0,0,0
1033565,21-35,female,strawberry,2,75-100%,1,-11,-15,12,-9,0,0,0,0,0,0,1,0,0,0,0,0,0
1033565,21-35,female,strawberry,4,75-100%,26,37,36,36,-1,1,0,0,0,1,0,0,0,0,0,0,1,0
1033565,21-35,female,strawberry,3,75-100%,60,17,19,56,38,0,0,0,0,1,0,1,0,0,0,1,0,0
1033565,21-35,female,strawberry,6,75-100%,-33,10,-9,12,1,0,0,0,1,0,1,1,0,0,0,0,0,0
1033565,21-35,female,strawberry,5,75-100%,38,73,72,18,75,1,0,0,0,1,0,0,0,0,0,0,0,0
1033779,51-65,female,strawberry,1,75-100%,33,38,41,52,-1,0,1,0,0,1,0,0,0,0,0,0,0,0
1033779,51-65,female,strawberry,2,75-100%,2,-33,-30,-54,-10,0,0,1,0,0,0,0,0,0,0,0,0,0
1033779,51-65,female,strawberry,4,75-100%,12,-8,-8,-12,-34,0,0,1,0,0,0,0,0,0,0,0,0,0
1033779,51-65,female,strawberry,3,75-100%,73,-8,-27,59,53,0,0,0,0,0,0,0,1,0,0,0,0,0
1033779,51-65,female,strawberry,6,75-100%,-75,-80,-78,-76,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1033779,51-65,female,strawberry,5,75-100%,9,-51,-56,-29,14,0,0,0,1,0,0,0,0,0,0,0,0,0
1032448,21-35,female,strawberry,1,75-100%,-3,12,-7,32,57,0,1,0,1,1,0,0,0,0,0,0,0,0
1032448,21-35,female,strawberry,2,75-100%,35,56,56,75,42,0,1,1,0,1,0,1,0,0,0,0,0,0
1032448,21-35,female,strawberry,4,75-100%,75,70,76,74,15,0,1,0,0,1,0,0,0,0,0,0,0,0
1032448,21-35,female,strawberry,3,75-100%,73,56,50,74,52,0,1,1,1,1,0,0,0,0,0,0,0,0
1032448,21-35,female,strawberry,6,75-100%,11,17,24,27,17,0,1,0,1,1,0,0,0,0,0,0,0,0
1032448,21-35,female,strawberry,5,75-100%,75,48,38,75,49,0,1,0,1,1,0,0,0,0,0,0,0,0
1514614,51-65,female,strawberry,1,75-100%,75,96,100,93,72,0,1,0,0,1,0,0,0,0,0,0,0,0
1514614,51-65,female,strawberry,2,75-100%,-47,42,-33,-31,-60,0,0,0,0,0,0,1,0,0,0,0,0,0
1514614,51-65,female,strawberry,4,75-100%,24,-11,-30,78,-69,0,0,0,0,0,0,1,0,0,0,0,0,0
1514614,51-65,female,strawberry,3,75-100%,-39,-93,-85,20,-65,0,0,0,0,0,0,1,0,0,0,0,0,0
1514614,51-65,female,strawberry,6,75-100%,14,25,-34,41,-74,0,0,0,1,0,0,0,0,0,0,0,0,0
1514614,51-65,female,strawberry,5,75-100%,71,61,59,11,11,0,1,0,0,1,0,0,0,0,0,0,0,0
1033067,51-65,female,strawberry,1,75-100%,28,75,56,74,49,0,1,0,0,1,0,0,0,0,0,0,0,0
1033067,51-65,female,strawberry,2,75-100%,-32,-11,-32,-8,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1033067,51-65,female,strawberry,4,75-100%,36,36,20,74,38,0,1,1,0,1,1,0,0,0,0,0,0,0
1033067,51-65,female,strawberry,3,75-100%,-9,-56,-44,-23,13,0,0,1,0,0,1,0,0,0,0,0,0,0
1033067,51-65,female,strawberry,6,75-100%,-12,-55,-32,-22,-2,0,0,1,0,0,1,0,0,0,0,0,0,0
1033067,51-65,female,strawberry,5,75-100%,-9,55,74,75,56,0,1,0,0,1,0,0,0,0,0,0,0,1
1522558,36-50,female,strawberry,1,75-100%,-58,11,35,-56,3,0,1,0,1,0,0,0,0,0,0,0,0,1
1522558,36-50,female,strawberry,2,75-100%,-33,11,-10,36,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1522558,36-50,female,strawberry,4,75-100%,-57,1,12,11,-9,0,0,1,0,0,1,0,0,0,0,0,1,0
1522558,36-50,female,strawberry,3,75-100%,56,34,12,56,-1,1,0,0,0,0,1,0,0,0,0,0,0,0
1522558,36-50,female,strawberry,6,75-100%,-31,-9,-30,12,-2,0,0,1,0,0,0,1,0,0,0,0,0,0
1522558,36-50,female,strawberry,5,75-100%,36,11,11,33,10,0,0,1,0,0,1,0,0,0,0,0,0,0
1033366,36-50,female,strawberry,1,75-100%,-54,-60,-64,-59,-2,0,0,0,1,0,0,0,0,0,0,0,0,0
1033366,36-50,female,strawberry,2,75-100%,44,22,19,67,-1,0,0,0,0,0,0,0,0,0,0,0,1,0
1033366,36-50,female,strawberry,4,75-100%,38,3,3,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1033366,36-50,female,strawberry,3,75-100%,30,11,23,35,-1,0,0,0,0,1,0,0,0,1,0,0,0,0
1033366,36-50,female,strawberry,6,75-100%,-11,57,63,53,35,0,1,0,0,0,0,0,0,0,0,0,1,0
1033366,36-50,female,strawberry,5,75-100%,27,-5,-4,54,0,0,0,1,0,0,0,0,0,0,0,0,0,1
